fips,ARG,AUS,BRA,CAN,CHN,COL,CRC,DEN,ENG,FRA,GER,HAI,ITA,JAM,JPN,KOR,MAR,NED,NZL,NGA,NOW,PAN,PHL,POR,IRL,RSA,ESP,SWE,SUI,VIE,ZAM
38003,0.0,6.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0,0.0,11.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,91.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,40.0
28149,0.0,0.0,0.0,9.0,4.0,21.0,0.0,0.0,16.0,0.0,34.0,38.0,0.0,0.0,0.0,9.0,0.0,10.0,0.0,11.0,0.0,0.0,21.0,16.0,7.0,3.0,0.0,0.0,0.0,0.0,194.0
47017,0.0,0.0,0.0,19.0,27.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0
21071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,168.0
22039,0.0,0.0,54.0,10.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,154.0
19179,0.0,0.0,9.0,8.0,0.0,4.0,0.0,0.0,16.0,0.0,25.0,34.0,5.0,9.0,15.0,38.0,55.0,0.0,0.0,44.0,0.0,0.0,256.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,110.0
17193,0.0,0.0,1.0,9.0,63.0,24.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,9.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
30087,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0
21145,41.0,0.0,0.0,67.0,83.0,34.0,0.0,0.0,24.0,0.0,12.0,0.0,0.0,0.0,34.0,42.0,0.0,15.0,0.0,13.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,248.0
51033,0.0,0.0,0.0,9.0,0.0,7.0,0.0,0.0,82.0,22.0,39.0,0.0,0.0,9.0,6.0,48.0,0.0,0.0,0.0,7.0,0.0,0.0,100.0,7.0,0.0,0.0,0.0,0.0,0.0,6.0,123.0
17161,0.0,15.0,38.0,70.0,261.0,25.0,0.0,0.0,81.0,99.0,147.0,0.0,14.0,9.0,27.0,43.0,62.0,17.0,0.0,30.0,0.0,13.0,469.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,541.0
51159,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,23.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0
37171,0.0,0.0,0.0,235.0,68.0,0.0,0.0,0.0,10.0,0.0,31.0,0.0,21.0,0.0,0.0,0.0,0.0,9.0,12.0,0.0,0.0,0.0,38.0,9.0,19.0,8.0,0.0,0.0,0.0,115.0,327.0
18175,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,3.0,0.0,19.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0
35041,0.0,0.0,0.0,3.0,17.0,7.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,4.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0
72149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22021,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0
06045,0.0,10.0,98.0,154.0,620.0,18.0,0.0,12.0,122.0,79.0,169.0,0.0,10.0,0.0,25.0,114.0,5.0,12.0,0.0,0.0,0.0,0.0,250.0,100.0,12.0,10.0,0.0,16.0,6.0,109.0,342.0
13251,0.0,0.0,0.0,19.0,47.0,0.0,0.0,0.0,8.0,0.0,1.0,3.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0
51105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,91.0
31117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
51075,0.0,0.0,27.0,112.0,19.0,25.0,0.0,0.0,20.0,0.0,16.0,0.0,0.0,33.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,20.0,45.0,84.0
51103,0.0,15.0,0.0,24.0,18.0,25.0,0.0,0.0,70.0,0.0,31.0,0.0,0.0,4.0,0.0,9.0,0.0,0.0,0.0,24.0,0.0,0.0,2.0,0.0,0.0,16.0,0.0,10.0,25.0,0.0,65.0
46102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0
22025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0
48035,0.0,0.0,0.0,9.0,35.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,2.0,26.0,105.0
47037,59.0,253.0,248.0,2161.0,2864.0,614.0,192.0,30.0,477.0,273.0,845.0,317.0,297.0,493.0,469.0,1906.0,174.0,37.0,125.0,1407.0,0.0,53.0,1452.0,0.0,224.0,509.0,154.0,80.0,35.0,1468.0,2687.0
54031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,43.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0
22057,0.0,0.0,28.0,12.0,32.0,14.0,26.0,0.0,89.0,9.0,58.0,0.0,0.0,0.0,21.0,19.0,0.0,9.0,0.0,0.0,16.0,0.0,59.0,0.0,6.0,0.0,0.0,0.0,7.0,86.0,396.0
48343,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,45.0
05129,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
55141,0.0,1.0,12.0,92.0,103.0,3.0,0.0,0.0,27.0,1.0,35.0,12.0,3.0,0.0,60.0,44.0,0.0,1.0,0.0,23.0,2.0,6.0,78.0,0.0,0.0,0.0,0.0,21.0,0.0,16.0,165.0
27097,3.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,6.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,1.0,0.0,3.0,23.0,84.0
36063,0.0,0.0,79.0,1326.0,467.0,46.0,13.0,20.0,222.0,17.0,552.0,21.0,297.0,759.0,66.0,192.0,20.0,22.0,6.0,2.0,0.0,45.0,112.0,0.0,16.0,24.0,0.0,29.0,0.0,83.0,906.0
31071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
04023,0.0,0.0,12.0,13.0,8.0,0.0,0.0,0.0,83.0,27.0,76.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,206.0
25005,59.0,48.0,5921.0,950.0,2292.0,703.0,87.0,40.0,268.0,179.0,572.0,2556.0,352.0,287.0,115.0,293.0,176.0,124.0,78.0,331.0,52.0,45.0,476.0,30608.0,237.0,77.0,118.0,51.0,12.0,1236.0,2054.0
40141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
32023,60.0,17.0,0.0,132.0,55.0,0.0,31.0,51.0,103.0,0.0,208.0,0.0,49.0,127.0,2.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,0.0,13.0,0.0,0.0,17.0,0.0,0.0,225.0
21009,0.0,0.0,1.0,55.0,99.0,6.0,9.0,0.0,25.0,0.0,21.0,0.0,6.0,0.0,37.0,36.0,0.0,0.0,0.0,2.0,0.0,0.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0
55017,0.0,0.0,26.0,48.0,94.0,0.0,3.0,0.0,2.0,0.0,46.0,0.0,0.0,0.0,0.0,37.0,0.0,6.0,0.0,93.0,0.0,0.0,153.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,140.0
22055,19.0,19.0,107.0,168.0,463.0,22.0,0.0,55.0,52.0,46.0,136.0,22.0,6.0,178.0,28.0,121.0,0.0,63.0,94.0,188.0,0.0,0.0,489.0,0.0,106.0,90.0,0.0,36.0,0.0,721.0,938.0
54027,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,9.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0
56027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
13313,0.0,0.0,6.0,72.0,115.0,160.0,0.0,0.0,2.0,29.0,52.0,7.0,0.0,0.0,105.0,207.0,0.0,0.0,0.0,7.0,0.0,0.0,69.0,0.0,0.0,53.0,7.0,0.0,0.0,232.0,338.0
19121,0.0,0.0,0.0,15.0,0.0,5.0,6.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0
47127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0
18057,38.0,44.0,617.0,1128.0,3861.0,230.0,9.0,0.0,588.0,115.0,657.0,49.0,39.0,78.0,613.0,917.0,9.0,20.0,33.0,774.0,0.0,76.0,780.0,10.0,52.0,87.0,92.0,77.0,37.0,1014.0,917.0
19025,4.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
31051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
36089,34.0,3.0,16.0,947.0,246.0,56.0,48.0,0.0,10.0,80.0,142.0,116.0,160.0,127.0,23.0,73.0,0.0,27.0,0.0,21.0,0.0,28.0,162.0,0.0,17.0,0.0,0.0,0.0,33.0,69.0,420.0
30023,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,33.0
08111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
48487,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0
56041,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0
29135,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,48.0
18095,0.0,0.0,8.0,59.0,60.0,27.0,0.0,13.0,20.0,0.0,64.0,10.0,10.0,0.0,7.0,37.0,0.0,4.0,0.0,0.0,0.0,12.0,25.0,0.0,0.0,21.0,0.0,0.0,0.0,134.0,527.0
19057,0.0,19.0,18.0,61.0,54.0,0.0,0.0,0.0,19.0,0.0,49.0,0.0,0.0,0.0,0.0,27.0,0.0,2.0,0.0,4.0,0.0,0.0,30.0,10.0,6.0,0.0,0.0,0.0,10.0,0.0,110.0
37119,531.0,221.0,2137.0,2775.0,6039.0,4340.0,449.0,79.0,1745.0,472.0,1508.0,518.0,631.0,2799.0,865.0,2223.0,751.0,235.0,30.0,1441.0,127.0,596.0,2408.0,78.0,308.0,1209.0,351.0,195.0,82.0,7202.0,4492.0
12033,91.0,47.0,480.0,421.0,1453.0,206.0,257.0,0.0,272.0,160.0,500.0,318.0,48.0,515.0,510.0,374.0,119.0,9.0,28.0,55.0,21.0,135.0,2395.0,9.0,20.0,39.0,67.0,15.0,0.0,1145.0,1325.0
29197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,24.0
27081,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,18.0
37087,0.0,0.0,14.0,37.0,11.0,57.0,0.0,0.0,93.0,62.0,86.0,3.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,0.0,0.0,9.0,40.0,9.0,0.0,38.0,304.0
39093,33.0,28.0,29.0,528.0,575.0,44.0,126.0,31.0,153.0,46.0,445.0,14.0,215.0,45.0,37.0,116.0,0.0,27.0,0.0,41.0,23.0,15.0,391.0,5.0,58.0,7.0,87.0,0.0,10.0,244.0,1050.0
56007,0.0,8.0,13.0,22.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,53.0,0.0,5.0,0.0,9.0,65.0
08027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,41.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,26.0
05103,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0
26101,0.0,9.0,34.0,67.0,0.0,1.0,0.0,3.0,8.0,1.0,35.0,0.0,11.0,4.0,3.0,2.0,0.0,16.0,0.0,0.0,12.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,110.0
01027,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0
18111,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,33.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0
18091,0.0,7.0,4.0,27.0,51.0,0.0,0.0,0.0,38.0,13.0,209.0,0.0,10.0,0.0,5.0,112.0,0.0,21.0,0.0,34.0,0.0,55.0,331.0,0.0,19.0,9.0,29.0,0.0,0.0,67.0,438.0
30083,0.0,5.0,0.0,20.0,0.0,40.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,10.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,55.0
13193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0
54067,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,104.0
48087,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
09120,219.0,76.0,7710.0,719.0,1926.0,2326.0,574.0,71.0,606.0,279.0,582.0,2341.0,1446.0,6450.0,42.0,625.0,57.0,217.0,41.0,255.0,0.0,74.0,1072.0,1901.0,196.0,38.0,209.0,23.0,65.0,1424.0,1159.0
17167,35.0,13.0,54.0,116.0,642.0,105.0,5.0,0.0,154.0,51.0,117.0,61.0,58.0,23.0,20.0,157.0,11.0,0.0,0.0,327.0,12.0,14.0,494.0,0.0,34.0,93.0,21.0,0.0,0.0,164.0,698.0
20055,0.0,0.0,0.0,29.0,0.0,14.0,0.0,0.0,22.0,0.0,5.0,409.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,100.0,11.0,0.0,33.0,0.0,0.0,0.0,217.0,142.0
21025,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0
29186,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,65.0
39103,89.0,6.0,24.0,490.0,182.0,23.0,0.0,0.0,247.0,11.0,479.0,39.0,167.0,0.0,15.0,92.0,10.0,32.0,0.0,0.0,0.0,19.0,212.0,0.0,82.0,0.0,11.0,0.0,0.0,52.0,554.0
56029,0.0,26.0,2.0,127.0,0.0,0.0,0.0,0.0,27.0,20.0,24.0,0.0,2.0,1.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,101.0
17203,0.0,0.0,0.0,93.0,35.0,0.0,0.0,0.0,84.0,21.0,59.0,1.0,0.0,0.0,0.0,38.0,0.0,46.0,0.0,0.0,8.0,0.0,30.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,123.0
09170,732.0,162.0,1149.0,1835.0,5188.0,2527.0,151.0,292.0,793.0,532.0,1252.0,647.0,2715.0,4109.0,356.0,1919.0,855.0,68.0,113.0,685.0,83.0,84.0,1474.0,787.0,478.0,255.0,363.0,185.0,41.0,661.0,2018.0
13277,0.0,0.0,0.0,86.0,126.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,32.0,0.0,0.0,0.0,78.0,180.0
36017,7.0,7.0,3.0,57.0,71.0,35.0,22.0,0.0,21.0,6.0,69.0,18.0,21.0,24.0,9.0,31.0,0.0,3.0,4.0,0.0,13.0,0.0,60.0,0.0,10.0,3.0,21.0,0.0,4.0,0.0,208.0
13161,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,11.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0
37085,0.0,81.0,100.0,123.0,122.0,233.0,39.0,0.0,71.0,41.0,266.0,78.0,59.0,314.0,21.0,64.0,0.0,11.0,18.0,66.0,0.0,80.0,261.0,47.0,1.0,0.0,6.0,14.0,0.0,154.0,441.0
19107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
30063,19.0,28.0,132.0,279.0,505.0,0.0,0.0,0.0,11.0,51.0,622.0,16.0,44.0,13.0,48.0,138.0,0.0,67.0,41.0,0.0,0.0,10.0,538.0,0.0,2.0,39.0,3.0,5.0,13.0,63.0,351.0
18081,93.0,0.0,61.0,74.0,244.0,131.0,0.0,0.0,53.0,26.0,124.0,24.0,0.0,0.0,264.0,120.0,0.0,42.0,8.0,104.0,9.0,45.0,205.0,0.0,23.0,55.0,34.0,13.0,13.0,198.0,461.0
55053,0.0,0.0,6.0,3.0,4.0,14.0,0.0,0.0,36.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0
17023,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,8.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0
22059,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0
21225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,53.0
13031,0.0,1.0,3.0,212.0,139.0,0.0,0.0,8.0,0.0,20.0,189.0,79.0,0.0,215.0,128.0,18.0,0.0,0.0,0.0,43.0,5.0,10.0,169.0,0.0,0.0,27.0,0.0,0.0,10.0,6.0,294.0
20183,0.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0
20117,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,44.0
48427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.0
21207,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,60.0
08003,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,12.0,0.0,38.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,24.0,0.0,5.0,28.0,70.0
16005,0.0,6.0,41.0,171.0,113.0,135.0,0.0,10.0,100.0,32.0,82.0,11.0,0.0,0.0,101.0,48.0,0.0,16.0,12.0,58.0,20.0,0.0,99.0,0.0,0.0,0.0,14.0,0.0,10.0,45.0,332.0
05005,0.0,0.0,51.0,33.0,24.0,0.0,38.0,0.0,5.0,0.0,207.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,103.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,140.0
45065,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,3.0,0.0,43.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,22.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,47.0
55047,0.0,0.0,0.0,6.0,0.0,0.0,5.0,0.0,24.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,54.0
38065,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
01103,0.0,0.0,0.0,71.0,51.0,17.0,0.0,0.0,71.0,20.0,45.0,0.0,6.0,0.0,0.0,77.0,0.0,0.0,0.0,31.0,0.0,0.0,96.0,0.0,0.0,10.0,47.0,0.0,0.0,112.0,438.0
27139,26.0,0.0,23.0,304.0,419.0,53.0,0.0,40.0,65.0,16.0,225.0,0.0,27.0,0.0,15.0,296.0,20.0,7.0,0.0,254.0,16.0,2.0,322.0,0.0,0.0,38.0,45.0,9.0,3.0,1818.0,336.0
