fips,ALG,ARG,AUS,AUT,BEL,BIH,BRA,CAN,CIV,COD,COL,CPV,CRO,CUW,CZE,ECU,EGY,ENG,ESP,FRA,GER,GHA,HAI,IRN,IRQ,JOR,JPN,KOR,KSA,MAR,MEX,NED,NOR,NZL,PAN,PAR,POR,QAT,RSA,SCO,SEN,SUI,SWE,TUN,TUR,URU,UZB
28149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39007,0.0,7.0,0.0,0.0,11.0,0.0,87.0,158.0,0.0,0.0,0.0,0.0,9.0,0.0,3.0,0.0,0.0,47.0,0.0,28.0,157.0,0.0,0.0,0.0,0.0,13.0,30.0,44.0,0.0,0.0,597.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
16025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35053,0.0,0.0,17.0,0.0,0.0,0.0,2.0,49.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,2.0,4.0,0.0,0.0,32.0,0.0,0.0,0.0,47.0,9.0,2.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0
28081,0.0,21.0,0.0,0.0,0.0,0.0,26.0,10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,18.0,53.0,158.0,0.0,0.0,623.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,39.0,3.0,0.0,0.0,0.0,0.0,0.0
29045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01015,29.0,0.0,32.0,17.0,0.0,0.0,0.0,62.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,15.0,24.0,13.0,15.0,0.0,297.0,0.0,19.0,0.0,9.0,0.0,64.0,121.0,0.0,0.0,1087.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,41.0,8.0,0.0
29165,0.0,7.0,34.0,0.0,6.0,111.0,36.0,127.0,0.0,24.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,0.0,7.0,165.0,54.0,87.0,163.0,102.0,81.0,141.0,149.0,6.0,12.0,672.0,3.0,0.0,0.0,0.0,0.0,14.0,0.0,94.0,0.0,0.0,0.0,20.0,28.0,93.0,0.0,0.0
36071,111.0,870.0,127.0,118.0,99.0,66.0,541.0,814.0,75.0,0.0,1651.0,5.0,17.0,276.0,131.0,1916.0,339.0,585.0,116.0,384.0,639.0,351.0,1879.0,179.0,0.0,193.0,216.0,434.0,7.0,205.0,7834.0,65.0,88.0,0.0,131.0,0.0,57.0,14.0,8.0,27.0,0.0,9.0,77.0,19.0,48.0,102.0,16.0
18031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40089,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,465.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42003,445.0,466.0,460.0,89.0,191.0,474.0,1340.0,2320.0,44.0,161.0,710.0,319.0,36.0,70.0,418.0,148.0,541.0,954.0,280.0,390.0,1949.0,255.0,461.0,596.0,722.0,332.0,1116.0,1866.0,300.0,413.0,2563.0,169.0,51.0,37.0,148.0,0.0,106.0,239.0,297.0,89.0,10.0,75.0,186.0,340.0,1003.0,0.0,739.0
29017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45007,0.0,25.0,89.0,0.0,2.0,12.0,184.0,295.0,0.0,0.0,239.0,0.0,20.0,0.0,45.0,0.0,168.0,192.0,0.0,15.0,321.0,0.0,83.0,37.0,0.0,13.0,51.0,141.0,0.0,0.0,1857.0,43.0,10.0,0.0,64.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,103.0,16.0,0.0,10.0
41025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
19039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,389.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0
36095,0.0,14.0,0.0,0.0,0.0,7.0,22.0,41.0,0.0,0.0,9.0,5.0,4.0,0.0,7.0,15.0,0.0,34.0,0.0,37.0,98.0,0.0,7.0,1.0,0.0,0.0,8.0,29.0,3.0,0.0,38.0,0.0,9.0,0.0,0.0,0.0,4.0,2.0,0.0,9.0,0.0,0.0,2.0,0.0,0.0,27.0,0.0
39075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
02068,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42101,1215.0,724.0,352.0,93.0,114.0,18.0,8350.0,1995.0,547.0,33.0,3802.0,2385.0,107.0,676.0,266.0,1283.0,881.0,904.0,390.0,610.0,1965.0,2073.0,8914.0,618.0,634.0,420.0,747.0,4007.0,347.0,2164.0,7142.0,46.0,105.0,156.0,86.0,25.0,838.0,105.0,293.0,158.0,198.0,119.0,111.0,253.0,871.0,123.0,1826.0
46069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12031,24.0,515.0,81.0,174.0,16.0,2473.0,4237.0,1646.0,66.0,17.0,3982.0,52.0,184.0,608.0,133.0,806.0,673.0,771.0,358.0,243.0,1327.0,220.0,6184.0,364.0,821.0,449.0,1137.0,1190.0,172.0,213.0,4994.0,101.0,40.0,265.0,812.0,0.0,183.0,52.0,486.0,300.0,22.0,57.0,235.0,65.0,687.0,164.0,88.0
55067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,68.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48367,0.0,20.0,183.0,0.0,0.0,0.0,33.0,302.0,13.0,13.0,64.0,0.0,0.0,0.0,0.0,0.0,40.0,158.0,0.0,23.0,272.0,0.0,0.0,48.0,0.0,0.0,34.0,106.0,0.0,0.0,4590.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,19.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
37023,0.0,17.0,9.0,0.0,0.0,0.0,7.0,29.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,48.0,21.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,569.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
06107,0.0,159.0,2.0,0.0,0.0,0.0,238.0,388.0,0.0,0.0,76.0,5.0,24.0,0.0,0.0,76.0,69.0,52.0,9.0,59.0,201.0,6.0,15.0,92.0,0.0,0.0,116.0,393.0,44.0,34.0,86618.0,124.0,58.0,22.0,21.0,0.0,1420.0,0.0,0.0,0.0,0.0,33.0,4.0,0.0,0.0,36.0,0.0
51111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,21.0,12.0,0.0,41.0,0.0,0.0,0.0,17.0,0.0,0.0,109.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55061,0.0,16.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,199.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,30.0,36.0,0.0,7.0,133.0,0.0,0.0,7.0,0.0,0.0,0.0,24.0,0.0,0.0,201.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27129,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,8.0,0.0,2.0,7.0,0.0,0.0,1.0,27.0,4.0,0.0,245.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27081,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51071,0.0,0.0,0.0,0.0,0.0,0.0,21.0,4.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,6.0,0.0,0.0,9.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27097,0.0,1.0,0.0,0.0,0.0,3.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
72053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,14.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0
39097,0.0,0.0,0.0,0.0,0.0,25.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,11.0,41.0,0.0,0.0,0.0,19.0,0.0,88.0,47.0,0.0,0.0,216.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46019,0.0,0.0,3.0,0.0,10.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08029,0.0,22.0,9.0,0.0,8.0,0.0,28.0,144.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,7.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,584.0,9.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0
21139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40145,0.0,0.0,0.0,0.0,10.0,0.0,47.0,133.0,0.0,0.0,17.0,0.0,0.0,0.0,6.0,9.0,0.0,39.0,31.0,76.0,92.0,0.0,0.0,0.0,0.0,3.0,22.0,79.0,0.0,5.0,2013.0,0.0,11.0,0.0,0.0,0.0,9.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,18.0,0.0
47169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29099,0.0,0.0,0.0,28.0,0.0,882.0,39.0,118.0,0.0,0.0,6.0,0.0,163.0,0.0,25.0,0.0,0.0,70.0,0.0,1.0,397.0,0.0,0.0,0.0,101.0,27.0,0.0,259.0,0.0,113.0,303.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,48.0,0.0,0.0,11.0,65.0,0.0,13.0
38057,0.0,0.0,0.0,0.0,0.0,0.0,50.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21209,0.0,5.0,5.0,0.0,0.0,24.0,3.0,77.0,0.0,18.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,28.0,0.0,0.0,5.0,0.0,0.0,75.0,20.0,0.0,0.0,246.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40133,0.0,0.0,13.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,3.0,0.0,0.0,16.0,0.0,0.0,54.0,8.0,0.0,7.0,11.0,0.0,0.0,244.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18039,0.0,24.0,57.0,11.0,21.0,0.0,114.0,340.0,0.0,92.0,210.0,0.0,0.0,12.0,9.0,24.0,0.0,16.0,17.0,23.0,171.0,98.0,153.0,0.0,0.0,0.0,64.0,130.0,0.0,12.0,10281.0,61.0,0.0,4.0,56.0,0.0,0.0,11.0,6.0,53.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0
27111,0.0,0.0,13.0,0.0,3.0,37.0,24.0,53.0,0.0,0.0,2.0,0.0,0.0,2.0,3.0,5.0,0.0,41.0,7.0,5.0,47.0,0.0,0.0,5.0,25.0,0.0,9.0,94.0,0.0,0.0,556.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0
21111,196.0,142.0,98.0,67.0,17.0,1151.0,186.0,1087.0,139.0,1128.0,884.0,637.0,160.0,0.0,26.0,88.0,106.0,252.0,389.0,215.0,1082.0,156.0,730.0,572.0,1525.0,371.0,363.0,1053.0,64.0,828.0,6832.0,45.0,24.0,62.0,133.0,0.0,46.0,32.0,184.0,94.0,202.0,0.0,16.0,90.0,131.0,0.0,266.0
34041,0.0,73.0,0.0,37.0,6.0,55.0,328.0,147.0,0.0,2.0,769.0,72.0,0.0,5.0,6.0,637.0,215.0,139.0,130.0,29.0,182.0,113.0,153.0,0.0,0.0,57.0,14.0,118.0,0.0,23.0,345.0,158.0,4.0,90.0,5.0,0.0,93.0,0.0,92.0,58.0,0.0,0.0,14.0,0.0,123.0,121.0,13.0
19093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32005,0.0,32.0,47.0,0.0,12.0,0.0,8.0,260.0,0.0,0.0,43.0,0.0,45.0,0.0,79.0,0.0,0.0,100.0,2.0,30.0,42.0,0.0,0.0,44.0,9.0,0.0,0.0,0.0,0.0,0.0,1062.0,6.0,10.0,0.0,0.0,0.0,4.0,0.0,0.0,11.0,0.0,0.0,30.0,0.0,0.0,1.0,0.0
47171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0
38051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48245,0.0,16.0,14.0,0.0,0.0,0.0,44.0,179.0,0.0,0.0,196.0,0.0,0.0,29.0,0.0,75.0,0.0,6.0,142.0,40.0,137.0,17.0,0.0,15.0,0.0,0.0,128.0,113.0,0.0,0.0,15854.0,7.0,0.0,0.0,9.0,0.0,0.0,57.0,108.0,0.0,0.0,0.0,0.0,11.0,31.0,0.0,0.0
12133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,9.0,0.0,25.0,0.0,39.0,14.0,0.0,31.0,8.0,0.0,0.0,0.0,61.0,0.0,0.0,82.0,0.0,0.0,0.0,13.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55053,0.0,0.0,0.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,106.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36097,0.0,0.0,4.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,8.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39167,0.0,0.0,0.0,0.0,0.0,0.0,28.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,13.0,0.0,2.0,11.0,0.0,0.0,0.0,0.0,42.0,0.0,24.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
