fips,ALG,ARG,AUS,AUT,BEL,BIH,BRA,CAN,CIV,COD,COL,CPV,CRO,CUW,CZE,ECU,EGY,ENG,ESP,FRA,GER,GHA,HAI,IRN,IRQ,JOR,JPN,KOR,KSA,MAR,MEX,NED,NOR,NZL,PAN,PAR,POR,QAT,RSA,SCO,SEN,SUI,SWE,TUN,TUR,URU,UZB
12055,0.0,79.0,22.0,23.0,0.0,8.0,49.0,446.0,0.0,0.0,295.0,0.0,0.0,7.0,0.0,128.0,27.0,80.0,101.0,24.0,437.0,0.0,636.0,0.0,0.0,0.0,35.0,38.0,0.0,9.0,3096.0,28.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,16.0,24.0,0.0,0.0,98.0,0.0
19061,0.0,0.0,0.0,0.0,0.0,170.0,7.0,87.0,0.0,0.0,20.0,0.0,0.0,0.0,13.0,0.0,0.0,63.0,6.0,16.0,48.0,90.0,0.0,16.0,40.0,17.0,18.0,60.0,0.0,8.0,567.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,7.0,8.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0
27163,0.0,140.0,84.0,0.0,0.0,0.0,161.0,442.0,0.0,0.0,173.0,111.0,0.0,0.0,34.0,131.0,9.0,150.0,4.0,66.0,392.0,157.0,718.0,130.0,25.0,0.0,71.0,785.0,0.0,49.0,2556.0,16.0,12.0,0.0,25.0,0.0,33.0,0.0,156.0,0.0,0.0,41.0,47.0,0.0,56.0,189.0,0.0
13101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,27.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39103,0.0,119.0,7.0,61.0,0.0,29.0,78.0,468.0,42.0,0.0,0.0,0.0,84.0,0.0,31.0,70.0,52.0,257.0,9.0,10.0,460.0,0.0,33.0,13.0,10.0,6.0,55.0,72.0,0.0,8.0,203.0,0.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,21.0,29.0,0.0
13095,0.0,0.0,28.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,139.0,0.0,7.0,0.0,0.0,0.0,11.0,23.0,0.0,0.0,561.0,12.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,9.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,789.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
54049,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,17.0,1.0,9.0,22.0,0.0,3.0,0.0,0.0,0.0,31.0,16.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,10.0,0.0,6.0,0.0,0.0
46123,0.0,0.0,21.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,1.0,0.0,0.0,5.0,4.0,0.0,0.0,83.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26069,5.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,36.0,0.0,2.0,82.0,0.0,16.0,0.0,0.0,0.0,3.0,55.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13157,0.0,50.0,0.0,3.0,17.0,217.0,9.0,103.0,0.0,38.0,421.0,0.0,25.0,0.0,0.0,66.0,4.0,0.0,62.0,45.0,344.0,65.0,0.0,0.0,0.0,0.0,19.0,114.0,0.0,0.0,1315.0,9.0,0.0,49.0,79.0,0.0,0.0,0.0,263.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21009,0.0,0.0,0.0,0.0,0.0,122.0,1.0,30.0,0.0,0.0,4.0,0.0,11.0,0.0,0.0,0.0,16.0,9.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,140.0,29.0,0.0,0.0,376.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48199,0.0,0.0,0.0,0.0,0.0,0.0,26.0,59.0,0.0,0.0,12.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49011,0.0,224.0,170.0,24.0,0.0,0.0,539.0,515.0,0.0,4.0,378.0,0.0,39.0,0.0,0.0,28.0,10.0,298.0,319.0,21.0,756.0,62.0,108.0,52.0,209.0,35.0,207.0,415.0,29.0,0.0,5807.0,81.0,8.0,233.0,94.0,0.0,14.0,0.0,195.0,66.0,0.0,45.0,0.0,0.0,23.0,20.0,32.0
39023,36.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,24.0,5.0,0.0,19.0,13.0,0.0,0.0,71.0,20.0,12.0,234.0,0.0,1052.0,4.0,0.0,0.0,53.0,42.0,0.0,0.0,682.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,12.0,15.0,7.0,0.0,0.0,0.0,0.0,0.0
37077,0.0,0.0,0.0,0.0,11.0,0.0,21.0,147.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,40.0,0.0,23.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1810.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,34.0,0.0,8.0,0.0,0.0,24.0,0.0,15.0
22089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,48.0,16.0,0.0,0.0,19.0,0.0,0.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,390.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37059,0.0,0.0,10.0,0.0,0.0,0.0,0.0,40.0,0.0,8.0,70.0,0.0,0.0,0.0,11.0,0.0,0.0,104.0,26.0,7.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,961.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,176.0,0.0,0.0,0.0,0.0
08071,0.0,1.0,0.0,2.0,0.0,0.0,33.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,19.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,579.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51041,279.0,60.0,22.0,12.0,33.0,66.0,251.0,691.0,0.0,0.0,1007.0,465.0,15.0,90.0,26.0,198.0,347.0,385.0,81.0,297.0,646.0,115.0,304.0,153.0,65.0,79.0,283.0,992.0,7.0,74.0,2300.0,58.0,0.0,5.0,252.0,0.0,43.0,38.0,11.0,67.0,67.0,16.0,46.0,0.0,18.0,0.0,137.0
17107,0.0,1.0,0.0,0.0,0.0,7.0,1.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,14.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,137.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
36057,0.0,0.0,0.0,0.0,3.0,0.0,0.0,28.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,15.0,0.0,13.0,0.0,3.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,123.0,15.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
48403,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37027,0.0,10.0,0.0,0.0,0.0,0.0,11.0,91.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,14.0,0.0,118.0,0.0,3.0,36.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,0.0,0.0,664.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,9.0,0.0,0.0
47065,0.0,44.0,35.0,26.0,13.0,283.0,451.0,423.0,15.0,0.0,258.0,167.0,28.0,26.0,0.0,284.0,160.0,100.0,37.0,150.0,1009.0,0.0,755.0,122.0,39.0,17.0,66.0,868.0,0.0,109.0,4786.0,21.0,0.0,21.0,0.0,0.0,45.0,25.0,176.0,0.0,0.0,40.0,20.0,0.0,27.0,15.0,0.0
