county,team,pop
18055,AUS,0
18055,BRA,0
18055,CAN,0
18055,CHN,0
18055,COL,0
18055,CRC,0
18055,DEN,0
18055,ENG,16
18055,FRA,0
18055,GER,24
18055,HTI,0
18055,ITA,0
18055,JAM,0
18055,JPN,0
18055,KOR,6
18055,MAR,0
18055,NED,0
18055,NZL,0
18055,NGA,0
18055,NOW,7
18055,PAN,0
18055,PHL,19
18055,POR,0
18055,IRL,5
18055,ZAF,0
18055,ESP,0
18055,SWE,0
18055,SUI,0
18055,VNM,0
18055,ZMB,117
26095,ARG,0
26095,AUS,0
26095,BRA,0
26095,CAN,9
26095,CHN,0
26095,COL,0
26095,CRC,0
26095,DEN,0
26095,ENG,0
26095,FRA,0
26095,GER,0
26095,HTI,0
26095,ITA,0
26095,JAM,0
26095,JPN,1
26095,KOR,0
26095,MAR,0
26095,NED,0
26095,NZL,0
26095,NGA,0
26095,NOW,0
26095,PAN,0
26095,PHL,3
26095,POR,0
26095,IRL,0
26095,ZAF,0
26095,ESP,0
26095,SWE,0
26095,SUI,0
26095,VNM,0
26095,ZMB,44
35027,ARG,0
35027,AUS,0
35027,BRA,0
35027,CAN,0
35027,CHN,0
35027,COL,0
35027,CRC,0
35027,DEN,0
35027,ENG,0
35027,FRA,11
35027,GER,36
35027,HTI,0
35027,ITA,0
35027,JAM,0
35027,JPN,15
35027,KOR,91
35027,MAR,0
35027,NED,5
35027,NZL,0
35027,NGA,0
35027,NOW,0
35027,PAN,0
35027,PHL,0
35027,POR,0
35027,IRL,0
35027,ZAF,0
35027,ESP,0
35027,SWE,0
35027,SUI,0
35027,VNM,0
35027,ZMB,117
46099,ARG,0
46099,AUS,13
46099,BRA,12
46099,CAN,294
46099,CHN,138
46099,COL,53
46099,CRC,5
46099,DEN,0
46099,ENG,100
46099,FRA,6
46099,GER,70
46099,HTI,11
46099,ITA,0
46099,JAM,3
46099,JPN,12
46099,KOR,301
46099,MAR,37
46099,NED,25
46099,NZL,35
46099,NGA,24
46099,NOW,24
46099,PAN,83
46099,PHL,177
46099,POR,0
46099,IRL,5
46099,ZAF,19
46099,ESP,0
46099,SWE,0
46099,SUI,0
46099,VNM,83
46099,ZMB,545
28113,ARG,2
28113,AUS,0
28113,BRA,0
28113,CAN,0
28113,CHN,36
28113,COL,6
28113,CRC,0
28113,DEN,0
28113,ENG,7
28113,FRA,0
28113,GER,38
28113,HTI,0
28113,ITA,0
28113,JAM,0
28113,JPN,0
28113,KOR,0
28113,MAR,0
28113,NED,0
28113,NZL,0
28113,NGA,0
28113,NOW,0
28113,PAN,0
28113,PHL,20
28113,POR,0
28113,IRL,0
28113,ZAF,0
28113,ESP,0
28113,SWE,0
28113,SUI,0
28113,VNM,107
28113,ZMB,166
55021,ARG,14
55021,AUS,0
55021,BRA,22
55021,CAN,74
55021,CHN,37
55021,COL,37
55021,CRC,22
55021,DEN,10
55021,ENG,10
55021,FRA,1
55021,GER,26
55021,HTI,0
55021,ITA,5
55021,JAM,19
55021,JPN,18
55021,KOR,20
55021,MAR,0
55021,NED,10
55021,NZL,0
55021,NGA,44
55021,NOW,0
55021,PAN,0
55021,PHL,98
55021,POR,0
55021,IRL,0
55021,ZAF,13
55021,ESP,0
55021,SWE,0
55021,SUI,0
55021,VNM,15
55021,ZMB,133
53077,ARG,0
53077,AUS,8
53077,BRA,40
53077,CAN,583
53077,CHN,235
53077,COL,66
53077,CRC,166
53077,DEN,0
53077,ENG,76
53077,FRA,0
53077,GER,163
53077,HTI,37
53077,ITA,9
53077,JAM,114
53077,JPN,12
53077,KOR,194
53077,MAR,0
53077,NED,60
53077,NZL,0
53077,NGA,0
53077,NOW,0
53077,PAN,0
53077,PHL,911
53077,POR,7
53077,IRL,40
53077,ZAF,50
53077,ESP,27
53077,SWE,24
53077,SUI,22
53077,VNM,227
53077,ZMB,836
49017,ARG,0
49017,AUS,0
49017,BRA,0
49017,CAN,1
49017,CHN,0
49017,COL,0
49017,CRC,0
49017,DEN,2
49017,ENG,0
49017,FRA,0
49017,GER,6
49017,HTI,0
49017,ITA,0
49017,JAM,0
49017,JPN,0
49017,KOR,0
49017,MAR,0
49017,NED,0
49017,NZL,0
49017,NGA,0
49017,NOW,0
49017,PAN,0
49017,PHL,0
49017,POR,0
49017,IRL,0
49017,ZAF,0
49017,ESP,0
49017,SWE,0
49017,SUI,0
49017,VNM,0
49017,ZMB,24
38097,ARG,0
38097,AUS,15
38097,BRA,1
38097,CAN,29
38097,CHN,0
38097,COL,0
38097,CRC,0
38097,DEN,0
38097,ENG,0
38097,FRA,0
38097,GER,1
38097,HTI,0
38097,ITA,0
38097,JAM,0
38097,JPN,0
38097,KOR,2
38097,MAR,0
38097,NED,0
38097,NZL,0
38097,NGA,0
38097,NOW,0
38097,PAN,0
38097,PHL,21
38097,POR,0
38097,IRL,0
38097,ZAF,0
38097,ESP,0
38097,SWE,0
38097,SUI,0
38097,VNM,0
38097,ZMB,40
47177,ARG,0
47177,AUS,0
47177,BRA,0
47177,CAN,94
47177,CHN,0
47177,COL,0
47177,CRC,11
47177,DEN,0
47177,ENG,39
47177,FRA,0
47177,GER,0
47177,HTI,59
47177,ITA,0
47177,JAM,0
47177,JPN,0
47177,KOR,9
47177,MAR,0
47177,NED,0
47177,NZL,0
47177,NGA,0
47177,NOW,0
47177,PAN,0
47177,PHL,46
47177,POR,0
47177,IRL,0
47177,ZAF,0
47177,ESP,21
47177,SWE,1
47177,SUI,0
47177,VNM,0
47177,ZMB,155
40017,ARG,43
40017,AUS,33
40017,BRA,196
40017,CAN,187
40017,CHN,100
40017,COL,76
40017,CRC,30
40017,DEN,0
40017,ENG,31
40017,FRA,0
40017,GER,225
40017,HTI,0
40017,ITA,0
40017,JAM,0
40017,JPN,35
40017,KOR,48
40017,MAR,22
40017,NED,0
40017,NZL,0
40017,NGA,20
40017,NOW,18
40017,PAN,23
40017,PHL,256
40017,POR,0
40017,IRL,0
40017,ZAF,0
40017,ESP,36
40017,SWE,0
40017,SUI,16
40017,VNM,1477
40017,ZMB,430
51107,ARG,199
51107,AUS,194
51107,BRA,527
51107,CAN,1008
51107,CHN,3881
51107,COL,1336
51107,CRC,92
51107,DEN,43
51107,ENG,801
51107,FRA,421
51107,GER,1296
51107,HTI,103
51107,ITA,468
51107,JAM,428
51107,JPN,564
51107,KOR,3579
51107,MAR,336
51107,NED,169
51107,NZL,70
51107,NGA,755
51107,NOW,0
51107,PAN,204
51107,PHL,3348
51107,POR,54
51107,IRL,309
51107,ZAF,294
51107,ESP,150
51107,SWE,53
51107,SUI,89
51107,VNM,4480
51107,ZMB,1249
35061,ARG,0
35061,AUS,43
35061,BRA,0
35061,CAN,13
35061,CHN,30
35061,COL,0
35061,CRC,0
35061,DEN,0
35061,ENG,70
35061,FRA,0
35061,GER,124
35061,HTI,1
35061,ITA,0
35061,JAM,0
35061,JPN,258
35061,KOR,0
35061,MAR,0
35061,NED,10
35061,NZL,0
35061,NGA,0
35061,NOW,0
35061,PAN,0
35061,PHL,219
35061,POR,0
35061,IRL,5
35061,ZAF,70
35061,ESP,0
35061,SWE,0
35061,SUI,0
35061,VNM,107
35061,ZMB,337
21123,ARG,0
21123,AUS,0
21123,BRA,0
21123,CAN,0
21123,CHN,24
21123,COL,0
21123,CRC,0
21123,DEN,0
21123,ENG,0
21123,FRA,0
21123,GER,0
21123,HTI,0
21123,ITA,0
21123,JAM,0
21123,JPN,0
21123,KOR,0
21123,MAR,0
21123,NED,0
21123,NZL,0
21123,NGA,0
21123,NOW,0
21123,PAN,0
21123,PHL,0
21123,POR,0
21123,IRL,0
21123,ZAF,0
21123,ESP,22
21123,SWE,0
21123,SUI,0
21123,VNM,0
21123,ZMB,60
29167,ARG,0
29167,AUS,0
29167,BRA,0
29167,CAN,0
29167,CHN,89
29167,COL,9
29167,CRC,0
29167,DEN,0
29167,ENG,0
29167,FRA,0
29167,GER,4
29167,HTI,0
29167,ITA,0
29167,JAM,0
29167,JPN,0
29167,KOR,28
29167,MAR,0
29167,NED,0
29167,NZL,0
29167,NGA,0
29167,NOW,0
29167,PAN,0
29167,PHL,0
29167,POR,0
29167,IRL,0
29167,ZAF,40
29167,ESP,4
29167,SWE,0
29167,SUI,0
29167,VNM,0
29167,ZMB,101
30069,ARG,0
30069,AUS,0
30069,BRA,0
30069,CAN,0
30069,CHN,0
30069,COL,0
30069,CRC,0
30069,DEN,0
30069,ENG,0
30069,FRA,0
30069,GER,0
30069,HTI,0
30069,ITA,0
30069,JAM,0
30069,JPN,0
30069,KOR,0
30069,MAR,0
30069,NED,0
30069,NZL,0
30069,NGA,0
30069,NOW,0
30069,PAN,0
30069,PHL,0
30069,POR,0
30069,IRL,0
30069,ZAF,0
30069,ESP,0
30069,SWE,0
30069,SUI,0
30069,VNM,0
30069,ZMB,11
12129,ARG,0
12129,AUS,0
12129,BRA,9
12129,CAN,38
12129,CHN,0
12129,COL,52
12129,CRC,0
12129,DEN,0
12129,ENG,108
12129,FRA,15
12129,GER,11
12129,HTI,75
12129,ITA,14
12129,JAM,18
12129,JPN,24
12129,KOR,0
12129,MAR,0
12129,NED,0
12129,NZL,0
12129,NGA,0
12129,NOW,0
12129,PAN,0
12129,PHL,44
12129,POR,0
12129,IRL,12
12129,ZAF,0
12129,ESP,0
12129,SWE,0
12129,SUI,0
12129,VNM,0
12129,ZMB,147
25017,ARG,1442
25017,AUS,1107
25017,BRA,40294
25017,CAN,9013
25017,CHN,49849
25017,COL,5969
25017,CRC,377
25017,DEN,493
25017,ENG,3341
25017,FRA,3347
25017,GER,3883
25017,HTI,12873
25017,ITA,6378
25017,JAM,1717
25017,JPN,3349
25017,KOR,8014
25017,MAR,2655
25017,NED,1007
25017,NZL,441
25017,NGA,1928
25017,NOW,145
25017,PAN,268
25017,PHL,3010
25017,POR,7850
25017,IRL,3071
25017,ZAF,1273
25017,ESP,1126
25017,SWE,504
25017,SUI,664
25017,VNM,8638
25017,ZMB,5718
40041,ARG,0
40041,AUS,0
40041,BRA,6
40041,CAN,77
40041,CHN,55
40041,COL,0
40041,CRC,0
40041,DEN,0
40041,ENG,11
40041,FRA,4
40041,GER,15
40041,HTI,0
40041,ITA,1
40041,JAM,0
40041,JPN,0
40041,KOR,47
40041,MAR,0
40041,NED,6
40041,NZL,0
40041,NGA,0
40041,NOW,0
40041,PAN,0
40041,PHL,92
40041,POR,0
40041,IRL,0
40041,ZAF,2
40041,ESP,0
40041,SWE,0
40041,SUI,0
40041,VNM,41
40041,ZMB,138
51683,ARG,33
51683,AUS,0
51683,BRA,0
51683,CAN,20
51683,CHN,75
51683,COL,134
51683,CRC,0
51683,DEN,0
51683,ENG,0
51683,FRA,7
51683,GER,55
51683,HTI,47
51683,ITA,0
51683,JAM,89
51683,JPN,208
51683,KOR,120
51683,MAR,75
51683,NED,0
51683,NZL,0
51683,NGA,36
51683,NOW,32
51683,PAN,8
51683,PHL,470
51683,POR,31
51683,IRL,13
51683,ZAF,85
51683,ESP,21
51683,SWE,0
51683,SUI,0
51683,VNM,216
51683,ZMB,127
06085,ARG,2019
06085,AUS,1880
06085,BRA,4639
06085,CAN,9875
06085,CHN,143402
06085,COL,4177
06085,CRC,249
06085,DEN,415
06085,ENG,2826
06085,FRA,4221
06085,GER,6323
06085,HTI,34
06085,ITA,2301
06085,JAM,375
06085,JPN,11371
06085,KOR,23690
06085,MAR,316
06085,NED,1165
06085,NZL,412
06085,NGA,812
06085,NOW,186
06085,PAN,398
06085,PHL,53980
06085,POR,4086
06085,IRL,1189
06085,ZAF,1210
06085,ESP,1243
06085,SWE,1315
06085,SUI,1183
06085,VNM,99754
06085,ZMB,6210
40113,ARG,0
40113,AUS,4
40113,BRA,14
40113,CAN,1
40113,CHN,2
40113,COL,46
40113,CRC,0
40113,DEN,0
40113,ENG,0
40113,FRA,0
40113,GER,26
40113,HTI,0
40113,ITA,0
40113,JAM,17
40113,JPN,30
40113,KOR,0
40113,MAR,0
40113,NED,12
40113,NZL,0
40113,NGA,3
40113,NOW,0
40113,PAN,0
40113,PHL,32
40113,POR,0
40113,IRL,0
40113,ZAF,0
40113,ESP,2
40113,SWE,0
40113,SUI,0
40113,VNM,13
40113,ZMB,138
48291,ARG,0
48291,AUS,0
48291,BRA,3
48291,CAN,12
48291,CHN,33
48291,COL,47
48291,CRC,19
48291,DEN,13
48291,ENG,61
48291,FRA,0
48291,GER,46
48291,HTI,0
48291,ITA,0
48291,JAM,63
48291,JPN,15
48291,KOR,0
48291,MAR,0
48291,NED,0
48291,NZL,0
48291,NGA,0
48291,NOW,0
48291,PAN,0
48291,PHL,268
48291,POR,0
48291,IRL,0
48291,ZAF,49
48291,ESP,0
48291,SWE,0
48291,SUI,0
48291,VNM,0
48291,ZMB,305
12017,ARG,76
12017,AUS,0
12017,BRA,193
12017,CAN,784
12017,CHN,235
12017,COL,137
12017,CRC,37
12017,DEN,0
12017,ENG,259
12017,FRA,0
12017,GER,648
12017,HTI,75
12017,ITA,150
12017,JAM,114
12017,JPN,104
12017,KOR,114
12017,MAR,46
12017,NED,135
12017,NZL,0
12017,NGA,0
12017,NOW,0
12017,PAN,52
12017,PHL,939
12017,POR,20
12017,IRL,17
12017,ZAF,124
12017,ESP,67
12017,SWE,0
12017,SUI,0
12017,VNM,131
12017,ZMB,690
12109,ARG,22
12109,AUS,310
12109,BRA,1091
12109,CAN,1021
12109,CHN,1128
12109,COL,1451
12109,CRC,190
12109,DEN,0
12109,ENG,817
12109,FRA,220
12109,GER,906
12109,HTI,362
12109,ITA,375
12109,JAM,398
12109,JPN,148
12109,KOR,307
12109,MAR,33
12109,NED,103
12109,NZL,0
12109,NGA,123
12109,NOW,13
12109,PAN,153
12109,PHL,672
12109,POR,175
12109,IRL,149
12109,ZAF,150
12109,ESP,118
12109,SWE,67
12109,SUI,0
12109,VNM,414
12109,ZMB,920
26133,ARG,7
26133,AUS,0
26133,BRA,0
26133,CAN,41
26133,CHN,9
26133,COL,0
26133,CRC,0
26133,DEN,0
26133,ENG,3
26133,FRA,0
26133,GER,19
26133,HTI,0
26133,ITA,6
26133,JAM,7
26133,JPN,9
26133,KOR,3
26133,MAR,0
26133,NED,4
26133,NZL,0
26133,NGA,0
26133,NOW,0
26133,PAN,0
26133,PHL,48
26133,POR,0
26133,IRL,5
26133,ZAF,0
26133,ESP,0
26133,SWE,0
26133,SUI,0
26133,VNM,0
26133,ZMB,77
39003,ARG,0
39003,AUS,0
39003,BRA,64
39003,CAN,73
39003,CHN,135
39003,COL,2
39003,CRC,0
39003,DEN,9
39003,ENG,58
39003,FRA,0
39003,GER,23
39003,HTI,48
39003,ITA,4
39003,JAM,78
39003,JPN,11
39003,KOR,105
39003,MAR,0
39003,NED,17
39003,NZL,9
39003,NGA,144
39003,NOW,0
39003,PAN,0
39003,PHL,208
39003,POR,0
39003,IRL,0
39003,ZAF,0
39003,ESP,0
39003,SWE,1
39003,SUI,0
39003,VNM,27
39003,ZMB,425
42051,ARG,0
42051,AUS,13
42051,BRA,14
42051,CAN,48
42051,CHN,51
42051,COL,2
42051,CRC,0
42051,DEN,0
42051,ENG,29
42051,FRA,0
42051,GER,66
42051,HTI,0
42051,ITA,28
42051,JAM,78
42051,JPN,8
42051,KOR,70
42051,MAR,80
42051,NED,0
42051,NZL,0
42051,NGA,14
42051,NOW,0
42051,PAN,9
42051,PHL,134
42051,POR,0
42051,IRL,9
42051,ZAF,17
42051,ESP,0
42051,SWE,50
42051,SUI,0
42051,VNM,0
42051,ZMB,426
46119,ARG,0
46119,AUS,0
46119,BRA,0
46119,CAN,0
46119,CHN,0
46119,COL,0
46119,CRC,0
46119,DEN,0
46119,ENG,0
46119,FRA,0
46119,GER,0
46119,HTI,0
46119,ITA,0
46119,JAM,0
46119,JPN,0
46119,KOR,0
46119,MAR,0
46119,NED,0
46119,NZL,0
46119,NGA,0
46119,NOW,0
46119,PAN,0
46119,PHL,0
46119,POR,0
46119,IRL,0
46119,ZAF,74
46119,ESP,0
46119,SWE,0
46119,SUI,0
46119,VNM,0
46119,ZMB,10
27083,ARG,0
27083,AUS,0
27083,BRA,24
27083,CAN,22
27083,CHN,39
27083,COL,6
27083,CRC,0
27083,DEN,0
27083,ENG,14
27083,FRA,25
27083,GER,8
27083,HTI,0
27083,ITA,8
27083,JAM,8
27083,JPN,0
27083,KOR,30
27083,MAR,0
27083,NED,0
27083,NZL,6
27083,NGA,63
27083,NOW,0
27083,PAN,0
27083,PHL,22
27083,POR,0
27083,IRL,0
27083,ZAF,0
27083,ESP,0
27083,SWE,2
27083,SUI,0
27083,VNM,2
27083,ZMB,67
01007,ARG,4
01007,AUS,0
01007,BRA,5
01007,CAN,0
01007,CHN,0
01007,COL,0
01007,CRC,0
01007,DEN,0
01007,ENG,0
01007,FRA,0
01007,GER,29
01007,HTI,0
01007,ITA,0
01007,JAM,0
01007,JPN,0
01007,KOR,24
01007,MAR,0
01007,NED,0
01007,NZL,0
01007,NGA,0
01007,NOW,0
01007,PAN,0
01007,PHL,0
01007,POR,0
01007,IRL,0
01007,ZAF,0
01007,ESP,30
01007,SWE,0
01007,SUI,0
01007,VNM,0
01007,ZMB,104
21001,ARG,0
21001,AUS,0
21001,BRA,0
21001,CAN,86
21001,CHN,5
21001,COL,69
21001,CRC,0
21001,DEN,0
21001,ENG,1
21001,FRA,0
21001,GER,0
21001,HTI,0
21001,ITA,4
21001,JAM,0
21001,JPN,11
21001,KOR,25
21001,MAR,0
21001,NED,0
21001,NZL,0
21001,NGA,0
21001,NOW,0
21001,PAN,0
21001,PHL,18
21001,POR,1
21001,IRL,0
21001,ZAF,0
21001,ESP,2
21001,SWE,0
21001,SUI,0
21001,VNM,0
21001,ZMB,84
53043,ARG,0
53043,AUS,0
53043,BRA,11
53043,CAN,7
53043,CHN,44
53043,COL,0
53043,CRC,0
53043,DEN,0
53043,ENG,17
53043,FRA,5
53043,GER,7
53043,HTI,3
53043,ITA,0
53043,JAM,0
53043,JPN,9
53043,KOR,0
53043,MAR,0
53043,NED,9
53043,NZL,0
53043,NGA,0
53043,NOW,0
53043,PAN,0
53043,PHL,33
53043,POR,0
53043,IRL,0
53043,ZAF,0
53043,ESP,0
53043,SWE,0
53043,SUI,0
53043,VNM,6
53043,ZMB,52
20177,ARG,15
20177,AUS,8
20177,BRA,132
20177,CAN,135
20177,CHN,241
20177,COL,30
20177,CRC,14
20177,DEN,0
20177,ENG,35
20177,FRA,0
20177,GER,111
20177,HTI,15
20177,ITA,31
20177,JAM,7
20177,JPN,150
20177,KOR,82
20177,MAR,0
20177,NED,32
20177,NZL,35
20177,NGA,49
20177,NOW,0
20177,PAN,0
20177,PHL,287
20177,POR,10
20177,IRL,0
20177,ZAF,20
20177,ESP,0
20177,SWE,0
20177,SUI,0
20177,VNM,240
20177,ZMB,551
13049,ARG,0
13049,AUS,0
13049,BRA,0
13049,CAN,0
13049,CHN,0
13049,COL,80
13049,CRC,42
13049,DEN,0
13049,ENG,0
13049,FRA,0
13049,GER,31
13049,HTI,10
13049,ITA,0
13049,JAM,13
13049,JPN,0
13049,KOR,0
13049,MAR,0
13049,NED,0
13049,NZL,0
13049,NGA,0
13049,NOW,0
13049,PAN,0
13049,PHL,0
13049,POR,0
13049,IRL,0
13049,ZAF,0
13049,ESP,0
13049,SWE,0
13049,SUI,0
13049,VNM,0
13049,ZMB,42
47149,ARG,161
47149,AUS,78
47149,BRA,692
47149,CAN,578
47149,CHN,566
47149,COL,535
47149,CRC,74
47149,DEN,0
47149,ENG,131
47149,FRA,139
47149,GER,172
47149,HTI,186
47149,ITA,79
47149,JAM,325
47149,JPN,311
47149,KOR,302
47149,MAR,0
47149,NED,46
47149,NZL,0
47149,NGA,600
47149,NOW,0
47149,PAN,146
47149,PHL,963
47149,POR,17
47149,IRL,36
47149,ZAF,26
47149,ESP,69
47149,SWE,8
47149,SUI,0
47149,VNM,325
47149,ZMB,1065
72131,ARG,0
72131,AUS,0
72131,BRA,0
72131,CAN,0
72131,CHN,0
72131,COL,0
72131,CRC,0
72131,DEN,0
72131,ENG,0
72131,FRA,0
72131,GER,0
72131,HTI,0
72131,ITA,0
72131,JAM,0
72131,JPN,0
72131,KOR,0
72131,MAR,0
72131,NED,0
72131,NZL,0
72131,NGA,0
72131,NOW,0
72131,PAN,0
72131,PHL,0
72131,POR,0
72131,IRL,0
72131,ZAF,0
72131,ESP,0
72131,SWE,0
72131,SUI,0
72131,VNM,0
72131,ZMB,0
26097,ARG,0
26097,AUS,3
26097,BRA,0
26097,CAN,28
26097,CHN,8
26097,COL,0
26097,CRC,11
26097,DEN,3
26097,ENG,0
26097,FRA,0
26097,GER,11
26097,HTI,0
26097,ITA,2
26097,JAM,265
26097,JPN,0
26097,KOR,12
26097,MAR,0
26097,NED,0
26097,NZL,0
26097,NGA,2
26097,NOW,2
26097,PAN,0
26097,PHL,19
26097,POR,0
26097,IRL,0
26097,ZAF,0
26097,ESP,5
26097,SWE,0
26097,SUI,0
26097,VNM,10
26097,ZMB,66
47023,ARG,0
47023,AUS,0
47023,BRA,0
47023,CAN,38
47023,CHN,3
47023,COL,0
47023,CRC,0
47023,DEN,0
47023,ENG,0
47023,FRA,0
47023,GER,24
47023,HTI,0
47023,ITA,0
47023,JAM,0
47023,JPN,0
47023,KOR,0
47023,MAR,0
47023,NED,0
47023,NZL,0
47023,NGA,0
47023,NOW,0
47023,PAN,0
47023,PHL,5
47023,POR,0
47023,IRL,0
47023,ZAF,0
47023,ESP,0
47023,SWE,0
47023,SUI,0
47023,VNM,0
47023,ZMB,75
48409,ARG,29
48409,AUS,0
48409,BRA,142
48409,CAN,45
48409,CHN,155
48409,COL,160
48409,CRC,0
48409,DEN,5
48409,ENG,0
48409,FRA,0
48409,GER,22
48409,HTI,0
48409,ITA,12
48409,JAM,24
48409,JPN,0
48409,KOR,9
48409,MAR,0
48409,NED,0
48409,NZL,0
48409,NGA,0
48409,NOW,0
48409,PAN,0
48409,PHL,121
48409,POR,0
48409,IRL,0
48409,ZAF,0
48409,ESP,0
48409,SWE,0
48409,SUI,0
48409,VNM,16
48409,ZMB,270
26163,ARG,119
26163,AUS,324
26163,BRA,1420
26163,CAN,6318
26163,CHN,5023
26163,COL,824
26163,CRC,45
26163,DEN,63
26163,ENG,711
26163,FRA,285
26163,GER,1883
26163,HTI,228
26163,ITA,1501
26163,JAM,1268
26163,JPN,959
26163,KOR,2063
26163,MAR,687
26163,NED,139
26163,NZL,117
26163,NGA,2380
26163,NOW,21
26163,PAN,121
26163,PHL,3678
26163,POR,31
26163,IRL,241
26163,ZAF,184
26163,ESP,307
26163,SWE,25
26163,SUI,70
26163,VNM,1633
26163,ZMB,7131
28051,ARG,0
28051,AUS,0
28051,BRA,0
28051,CAN,0
28051,CHN,0
28051,COL,0
28051,CRC,0
28051,DEN,0
28051,ENG,0
28051,FRA,0
28051,GER,0
28051,HTI,0
28051,ITA,0
28051,JAM,0
28051,JPN,0
28051,KOR,0
28051,MAR,0
28051,NED,0
28051,NZL,0
28051,NGA,7
28051,NOW,0
28051,PAN,0
28051,PHL,3
28051,POR,0
28051,IRL,0
28051,ZAF,0
28051,ESP,0
28051,SWE,0
28051,SUI,0
28051,VNM,0
28051,ZMB,84
40109,ARG,297
40109,AUS,27
40109,BRA,304
40109,CAN,1594
40109,CHN,2277
40109,COL,723
40109,CRC,18
40109,DEN,10
40109,ENG,533
40109,FRA,59
40109,GER,1097
40109,HTI,42
40109,ITA,181
40109,JAM,219
40109,JPN,558
40109,KOR,1059
40109,MAR,309
40109,NED,12
40109,NZL,15
40109,NGA,1257
40109,NOW,9
40109,PAN,97
40109,PHL,1432
40109,POR,316
40109,IRL,24
40109,ZAF,76
40109,ESP,80
40109,SWE,64
40109,SUI,0
40109,VNM,4685
40109,ZMB,2746
05013,ARG,0
05013,AUS,0
05013,BRA,0
05013,CAN,0
05013,CHN,0
05013,COL,0
05013,CRC,0
05013,DEN,0
05013,ENG,0
05013,FRA,0
05013,GER,0
05013,HTI,0
05013,ITA,0
05013,JAM,0
05013,JPN,0
05013,KOR,0
05013,MAR,0
05013,NED,0
05013,NZL,0
05013,NGA,0
05013,NOW,0
05013,PAN,0
05013,PHL,0
05013,POR,0
05013,IRL,0
05013,ZAF,0
05013,ESP,0
05013,SWE,0
05013,SUI,0
05013,VNM,0
05013,ZMB,26
36001,ARG,235
36001,AUS,29
36001,BRA,234
36001,CAN,647
36001,CHN,3560
36001,COL,261
36001,CRC,79
36001,DEN,36
36001,ENG,264
36001,FRA,142
36001,GER,453
36001,HTI,258
36001,ITA,795
36001,JAM,1719
36001,JPN,202
36001,KOR,753
36001,MAR,71
36001,NED,100
36001,NZL,25
36001,NGA,439
36001,NOW,0
36001,PAN,32
36001,PHL,1660
36001,POR,17
36001,IRL,183
36001,ZAF,96
36001,ESP,27
36001,SWE,45
36001,SUI,215
36001,VNM,722
36001,ZMB,1195
30033,ARG,0
30033,AUS,0
30033,BRA,0
30033,CAN,0
30033,CHN,0
30033,COL,0
30033,CRC,0
30033,DEN,0
30033,ENG,0
30033,FRA,0
30033,GER,0
30033,HTI,0
30033,ITA,0
30033,JAM,0
30033,JPN,0
30033,KOR,0
30033,MAR,0
30033,NED,0
30033,NZL,0
30033,NGA,0
30033,NOW,0
30033,PAN,0
30033,PHL,0
30033,POR,0
30033,IRL,0
30033,ZAF,0
30033,ESP,0
30033,SWE,0
30033,SUI,0
30033,VNM,0
30033,ZMB,11
28037,ARG,0
28037,AUS,0
28037,BRA,0
28037,CAN,0
28037,CHN,0
28037,COL,0
28037,CRC,0
28037,DEN,0
28037,ENG,0
28037,FRA,0
28037,GER,0
28037,HTI,0
28037,ITA,0
28037,JAM,0
28037,JPN,0
28037,KOR,0
28037,MAR,0
28037,NED,0
28037,NZL,0
28037,NGA,0
28037,NOW,0
28037,PAN,0
28037,PHL,0
28037,POR,0
28037,IRL,0
28037,ZAF,0
28037,ESP,0
28037,SWE,0
28037,SUI,0
28037,VNM,0
28037,ZMB,42
38067,ARG,0
38067,AUS,2
38067,BRA,5
38067,CAN,161
38067,CHN,0
38067,COL,0
38067,CRC,0
38067,DEN,0
38067,ENG,11
38067,FRA,0
38067,GER,6
38067,HTI,0
38067,ITA,0
38067,JAM,0
38067,JPN,0
38067,KOR,0
38067,MAR,0
38067,NED,0
38067,NZL,1
38067,NGA,8
38067,NOW,0
38067,PAN,0
38067,PHL,7
38067,POR,0
38067,IRL,0
38067,ZAF,14
38067,ESP,0
38067,SWE,0
38067,SUI,0
38067,VNM,0
38067,ZMB,40
45027,ARG,0
45027,AUS,0
45027,BRA,0
45027,CAN,11
45027,CHN,19
45027,COL,0
45027,CRC,0
45027,DEN,0
45027,ENG,15
45027,FRA,0
45027,GER,34
45027,HTI,0
45027,ITA,0
45027,JAM,61
45027,JPN,4
45027,KOR,36
45027,MAR,0
45027,NED,0
45027,NZL,0
45027,NGA,0
45027,NOW,0
45027,PAN,0
45027,PHL,0
45027,POR,11
45027,IRL,0
45027,ZAF,0
45027,ESP,0
45027,SWE,0
45027,SUI,7
45027,VNM,27
45027,ZMB,168
05087,ARG,0
05087,AUS,0
05087,BRA,18
05087,CAN,0
05087,CHN,0
05087,COL,0
05087,CRC,0
05087,DEN,0
05087,ENG,0
05087,FRA,9
05087,GER,25
05087,HTI,0
05087,ITA,0
05087,JAM,0
05087,JPN,0
05087,KOR,2
05087,MAR,0
05087,NED,0
05087,NZL,0
05087,NGA,0
05087,NOW,0
05087,PAN,0
05087,PHL,0
05087,POR,0
05087,IRL,0
05087,ZAF,0
05087,ESP,0
05087,SWE,0
05087,SUI,0
05087,VNM,10
05087,ZMB,52
06105,ARG,0
06105,AUS,0
06105,BRA,0
06105,CAN,4
06105,CHN,55
06105,COL,37
06105,CRC,0
