county,team,pop
19167,KOR,0
19167,MAR,0
19167,NED,111
19167,NZL,4
19167,NGA,0
19167,NOW,0
19167,PAN,0
19167,PHL,67
19167,POR,0
19167,IRL,0
19167,ZAF,0
19167,ESP,0
19167,SWE,0
19167,SUI,0
19167,VNM,9
19167,ZMB,100
25007,ARG,0
25007,AUS,0
25007,BRA,1996
25007,CAN,68
25007,CHN,23
25007,COL,0
25007,CRC,16
25007,DEN,0
25007,ENG,98
25007,FRA,0
25007,GER,77
25007,HTI,2
25007,ITA,0
25007,JAM,142
25007,JPN,0
25007,KOR,24
25007,MAR,0
25007,NED,1
25007,NZL,0
25007,NGA,11
25007,NOW,0
25007,PAN,0
25007,PHL,0
25007,POR,0
25007,IRL,0
25007,ZAF,1
25007,ESP,0
25007,SWE,0
25007,SUI,0
25007,VNM,47
25007,ZMB,85
55137,ARG,6
55137,AUS,8
55137,BRA,0
55137,CAN,22
55137,CHN,21
55137,COL,4
55137,CRC,0
55137,DEN,0
55137,ENG,2
55137,FRA,0
55137,GER,33
55137,HTI,0
55137,ITA,0
55137,JAM,6
55137,JPN,0
55137,KOR,6
55137,MAR,0
55137,NED,6
55137,NZL,0
55137,NGA,0
55137,NOW,0
55137,PAN,0
55137,PHL,25
55137,POR,0
55137,IRL,0
55137,ZAF,10
55137,ESP,4
55137,SWE,0
55137,SUI,0
55137,VNM,0
55137,ZMB,72
72099,ARG,0
72099,AUS,0
72099,BRA,0
72099,CAN,0
72099,CHN,0
72099,COL,0
72099,CRC,0
72099,DEN,0
72099,ENG,0
72099,FRA,0
72099,GER,0
72099,HTI,0
72099,ITA,0
72099,JAM,0
72099,JPN,0
72099,KOR,0
72099,MAR,0
72099,NED,0
72099,NZL,0
72099,NGA,0
72099,NOW,0
72099,PAN,0
72099,PHL,0
72099,POR,0
72099,IRL,0
72099,ZAF,0
72099,ESP,0
72099,SWE,0
72099,SUI,0
72099,VNM,0
72099,ZMB,0
29215,ARG,0
29215,AUS,0
29215,BRA,5
29215,CAN,5
29215,CHN,2
29215,COL,0
29215,CRC,0
29215,DEN,0
29215,ENG,3
29215,FRA,0
29215,GER,29
29215,HTI,0
29215,ITA,0
29215,JAM,0
29215,JPN,0
29215,KOR,0
29215,MAR,0
29215,NED,0
29215,NZL,0
29215,NGA,0
29215,NOW,0
29215,PAN,0
29215,PHL,3
29215,POR,0
29215,IRL,0
29215,ZAF,0
29215,ESP,0
29215,SWE,0
29215,SUI,0
29215,VNM,3
29215,ZMB,96
18099,ARG,0
18099,AUS,0
18099,BRA,11
18099,CAN,49
18099,CHN,109
18099,COL,92
18099,CRC,0
18099,DEN,0
18099,ENG,0
18099,FRA,4
18099,GER,44
18099,HTI,0
18099,ITA,0
18099,JAM,0
18099,JPN,0
18099,KOR,23
18099,MAR,0
18099,NED,0
18099,NZL,0
18099,NGA,0
18099,NOW,0
18099,PAN,0
18099,PHL,41
18099,POR,0
18099,IRL,0
18099,ZAF,0
18099,ESP,0
18099,SWE,0
18099,SUI,0
18099,VNM,33
18099,ZMB,171
37041,ARG,0
37041,AUS,0
37041,BRA,0
37041,CAN,0
37041,CHN,12
37041,COL,0
37041,CRC,0
37041,DEN,0
37041,ENG,0
37041,FRA,0
37041,GER,17
37041,HTI,0
37041,ITA,0
37041,JAM,0
37041,JPN,0
37041,KOR,3
37041,MAR,0
37041,NED,23
37041,NZL,0
37041,NGA,0
37041,NOW,0
37041,PAN,0
37041,PHL,0
37041,POR,0
37041,IRL,0
37041,ZAF,0
37041,ESP,0
37041,SWE,0
37041,SUI,0
37041,VNM,0
37041,ZMB,101
28155,ARG,0
28155,AUS,0
28155,BRA,0
28155,CAN,0
28155,CHN,29
28155,COL,0
28155,CRC,0
28155,DEN,0
28155,ENG,4
28155,FRA,0
28155,GER,0
28155,HTI,0
28155,ITA,0
28155,JAM,0
28155,JPN,4
28155,KOR,0
28155,MAR,0
28155,NED,0
28155,NZL,0
28155,NGA,0
28155,NOW,0
28155,PAN,0
28155,PHL,8
28155,POR,0
28155,IRL,0
28155,ZAF,0
28155,ESP,0
28155,SWE,0
28155,SUI,0
28155,VNM,0
28155,ZMB,42
37075,ARG,0
37075,AUS,0
37075,BRA,0
37075,CAN,19
37075,CHN,0
37075,COL,0
37075,CRC,0
37075,DEN,0
37075,ENG,0
37075,FRA,0
37075,GER,7
37075,HTI,0
37075,ITA,0
37075,JAM,0
37075,JPN,0
37075,KOR,0
37075,MAR,0
37075,NED,0
37075,NZL,0
37075,NGA,0
37075,NOW,0
37075,PAN,0
37075,PHL,0
37075,POR,0
37075,IRL,0
37075,ZAF,0
37075,ESP,0
37075,SWE,0
37075,SUI,0
37075,VNM,0
37075,ZMB,42
36075,ARG,46
36075,AUS,15
36075,BRA,31
36075,CAN,227
36075,CHN,118
36075,COL,23
36075,CRC,0
36075,DEN,0
36075,ENG,33
36075,FRA,11
36075,GER,73
36075,HTI,16
36075,ITA,39
36075,JAM,45
36075,JPN,7
36075,KOR,81
36075,MAR,0
36075,NED,0
36075,NZL,0
36075,NGA,0
36075,NOW,0
36075,PAN,0
36075,PHL,217
36075,POR,13
36075,IRL,94
36075,ZAF,5
36075,ESP,38
36075,SWE,9
36075,SUI,0
36075,VNM,32
36075,ZMB,596
36115,ARG,26
36115,AUS,0
36115,BRA,15
36115,CAN,74
36115,CHN,129
36115,COL,30
36115,CRC,20
36115,DEN,0
36115,ENG,23
36115,FRA,0
36115,GER,68
36115,HTI,2
36115,ITA,41
36115,JAM,27
36115,JPN,9
36115,KOR,0
36115,MAR,0
36115,NED,19
36115,NZL,0
36115,NGA,0
36115,NOW,0
36115,PAN,15
36115,PHL,52
36115,POR,13
36115,IRL,0
36115,ZAF,0
36115,ESP,0
36115,SWE,6
36115,SUI,10
36115,VNM,32
36115,ZMB,285
15009,ARG,139
15009,AUS,143
15009,BRA,449
15009,CAN,1208
15009,CHN,690
15009,COL,41
15009,CRC,0
15009,DEN,100
15009,ENG,227
15009,FRA,167
15009,GER,437
15009,HTI,0
15009,ITA,82
15009,JAM,0
15009,JPN,886
15009,KOR,741
15009,MAR,9
15009,NED,25
15009,NZL,55
15009,NGA,0
15009,NOW,0
15009,PAN,51
15009,PHL,15802
15009,POR,158
15009,IRL,40
15009,ZAF,194
15009,ESP,39
15009,SWE,28
15009,SUI,121
15009,VNM,597
15009,ZMB,626
27133,ARG,0
27133,AUS,0
27133,BRA,0
27133,CAN,22
27133,CHN,2
27133,COL,0
27133,CRC,0
27133,DEN,0
27133,ENG,1
27133,FRA,0
27133,GER,2
27133,HTI,0
27133,ITA,0
27133,JAM,0
27133,JPN,0
27133,KOR,1
27133,MAR,0
27133,NED,0
27133,NZL,0
27133,NGA,0
27133,NOW,0
27133,PAN,0
27133,PHL,32
27133,POR,4
27133,IRL,0
27133,ZAF,0
27133,ESP,0
27133,SWE,0
27133,SUI,0
27133,VNM,0
27133,ZMB,27
21033,ARG,0
21033,AUS,0
21033,BRA,0
21033,CAN,0
21033,CHN,0
21033,COL,0
21033,CRC,0
21033,DEN,0
21033,ENG,0
21033,FRA,0
21033,GER,13
21033,HTI,0
21033,ITA,0
21033,JAM,0
21033,JPN,0
21033,KOR,0
21033,MAR,0
21033,NED,0
21033,NZL,0
21033,NGA,0
21033,NOW,0
21033,PAN,0
21033,PHL,0
21033,POR,0
21033,IRL,0
21033,ZAF,0
21033,ESP,0
21033,SWE,0
21033,SUI,0
21033,VNM,0
21033,ZMB,48
29143,ARG,0
29143,AUS,0
29143,BRA,0
29143,CAN,15
29143,CHN,0
29143,COL,14
29143,CRC,0
29143,DEN,0
29143,ENG,0
29143,FRA,0
29143,GER,8
29143,HTI,0
29143,ITA,0
29143,JAM,0
29143,JPN,0
29143,KOR,0
29143,MAR,0
29143,NED,0
29143,NZL,0
29143,NGA,0
29143,NOW,0
29143,PAN,0
29143,PHL,0
29143,POR,0
29143,IRL,0
29143,ZAF,0
29143,ESP,0
29143,SWE,0
29143,SUI,0
29143,VNM,0
29143,ZMB,72
31079,ARG,0
31079,AUS,0
31079,BRA,46
31079,CAN,8
31079,CHN,94
31079,COL,10
31079,CRC,0
31079,DEN,0
31079,ENG,4
31079,FRA,0
31079,GER,22
31079,HTI,0
31079,ITA,0
31079,JAM,0
31079,JPN,15
31079,KOR,9
31079,MAR,0
31079,NED,14
31079,NZL,0
31079,NGA,0
31079,NOW,0
31079,PAN,0
31079,PHL,10
31079,POR,0
31079,IRL,0
31079,ZAF,0
31079,ESP,35
31079,SWE,0
31079,SUI,0
31079,VNM,84
31079,ZMB,175
51610,ARG,23
51610,AUS,17
51610,BRA,33
51610,CAN,7
51610,CHN,44
51610,COL,198
51610,CRC,0
51610,DEN,0
51610,ENG,63
51610,FRA,0
51610,GER,15
51610,HTI,0
51610,ITA,47
51610,JAM,21
51610,JPN,14
51610,KOR,138
51610,MAR,0
51610,NED,28
51610,NZL,0
51610,NGA,0
51610,NOW,0
51610,PAN,0
51610,PHL,179
51610,POR,0
51610,IRL,9
51610,ZAF,0
51610,ESP,0
51610,SWE,0
51610,SUI,0
51610,VNM,86
51610,ZMB,45
24001,ARG,0
24001,AUS,0
24001,BRA,18
24001,CAN,8
24001,CHN,227
24001,COL,0
24001,CRC,0
24001,DEN,6
24001,ENG,19
24001,FRA,24
24001,GER,109
24001,HTI,26
24001,ITA,40
24001,JAM,62
24001,JPN,0
24001,KOR,42
24001,MAR,0
24001,NED,8
24001,NZL,0
24001,NGA,5
24001,NOW,0
24001,PAN,0
24001,PHL,48
24001,POR,15
24001,IRL,0
24001,ZAF,0
24001,ESP,1
24001,SWE,0
24001,SUI,0
24001,VNM,71
24001,ZMB,304
21157,ARG,0
21157,AUS,0
21157,BRA,11
21157,CAN,12
21157,CHN,21
21157,COL,26
21157,CRC,0
21157,DEN,0
21157,ENG,0
21157,FRA,0
21157,GER,51
21157,HTI,0
21157,ITA,0
21157,JAM,0
21157,JPN,0
21157,KOR,0
21157,MAR,0
21157,NED,0
21157,NZL,0
21157,NGA,0
21157,NOW,0
21157,PAN,0
21157,PHL,164
21157,POR,0
21157,IRL,0
21157,ZAF,0
21157,ESP,0
21157,SWE,0
21157,SUI,0
21157,VNM,0
21157,ZMB,130
54009,ARG,16
54009,AUS,0
54009,BRA,0
54009,CAN,13
54009,CHN,15
54009,COL,0
54009,CRC,8
54009,DEN,0
54009,ENG,0
54009,FRA,0
54009,GER,23
54009,HTI,0
54009,ITA,14
54009,JAM,0
54009,JPN,2
54009,KOR,0
54009,MAR,13
54009,NED,0
54009,NZL,0
54009,NGA,0
54009,NOW,0
54009,PAN,0
54009,PHL,22
54009,POR,0
54009,IRL,0
54009,ZAF,0
54009,ESP,0
54009,SWE,0
54009,SUI,0
54009,VNM,88
54009,ZMB,104
21187,ARG,0
21187,AUS,0
21187,BRA,0
21187,CAN,0
21187,CHN,0
21187,COL,2
21187,CRC,0
21187,DEN,0
21187,ENG,0
21187,FRA,0
21187,GER,14
21187,HTI,0
21187,ITA,0
21187,JAM,0
21187,JPN,0
21187,KOR,0
21187,MAR,0
21187,NED,0
21187,NZL,0
21187,NGA,0
21187,NOW,0
21187,PAN,0
21187,PHL,0
21187,POR,0
21187,IRL,0
21187,ZAF,0
21187,ESP,0
21187,SWE,0
21187,SUI,0
21187,VNM,0
21187,ZMB,48
36027,ARG,199
36027,AUS,127
36027,BRA,221
36027,CAN,904
36027,CHN,1769
36027,COL,791
36027,CRC,67
36027,DEN,48
36027,ENG,482
36027,FRA,169
36027,GER,835
36027,HTI,398
36027,ITA,755
36027,JAM,3205
36027,JPN,333
36027,KOR,783
36027,MAR,158
36027,NED,79
36027,NZL,0
36027,NGA,222
36027,NOW,14
36027,PAN,243
36027,PHL,587
36027,POR,252
36027,IRL,338
36027,ZAF,177
36027,ESP,165
36027,SWE,31
36027,SUI,50
36027,VNM,274
36027,ZMB,1143
06017,ARG,57
06017,AUS,175
06017,BRA,49
06017,CAN,993
06017,CHN,881
06017,COL,35
06017,CRC,60
06017,DEN,0
06017,ENG,460
06017,FRA,195
06017,GER,748
06017,HTI,0
06017,ITA,94
06017,JAM,0
06017,JPN,171
06017,KOR,570
06017,MAR,53
06017,NED,118
06017,NZL,129
06017,NGA,8
06017,NOW,44
06017,PAN,0
06017,PHL,1948
06017,POR,29
06017,IRL,95
06017,ZAF,71
06017,ESP,107
06017,SWE,97
06017,SUI,45
06017,VNM,402
06017,ZMB,805
42113,ARG,0
42113,AUS,0
42113,BRA,0
42113,CAN,6
42113,CHN,0
42113,COL,2
42113,CRC,0
42113,DEN,0
42113,ENG,2
42113,FRA,0
42113,GER,22
42113,HTI,0
42113,ITA,1
42113,JAM,0
42113,JPN,0
42113,KOR,0
42113,MAR,0
42113,NED,0
42113,NZL,0
42113,NGA,0
42113,NOW,0
42113,PAN,0
42113,PHL,0
42113,POR,0
42113,IRL,0
42113,ZAF,0
42113,ESP,0
42113,SWE,0
42113,SUI,0
42113,VNM,0
42113,ZMB,44
06055,ARG,101
06055,AUS,76
06055,BRA,208
06055,CAN,820
06055,CHN,604
06055,COL,84
06055,CRC,7
06055,DEN,72
06055,ENG,353
06055,FRA,299
06055,GER,266
06055,HTI,20
06055,ITA,103
06055,JAM,116
06055,JPN,65
06055,KOR,237
06055,MAR,14
06055,NED,9
06055,NZL,38
06055,NGA,0
06055,NOW,0
06055,PAN,64
06055,PHL,3942
06055,POR,27
06055,IRL,48
06055,ZAF,59
06055,ESP,111
06055,SWE,70
06055,SUI,99
06055,VNM,184
06055,ZMB,568
21173,ARG,22
21173,AUS,0
21173,BRA,0
21173,CAN,0
21173,CHN,25
21173,COL,0
21173,CRC,0
21173,DEN,0
21173,ENG,0
21173,FRA,0
21173,GER,35
21173,HTI,17
21173,ITA,0
21173,JAM,0
21173,JPN,0
21173,KOR,9
21173,MAR,0
21173,NED,0
21173,NZL,0
21173,NGA,0
21173,NOW,0
21173,PAN,0
21173,PHL,6
21173,POR,0
21173,IRL,0
21173,ZAF,0
21173,ESP,0
21173,SWE,0
21173,SUI,0
21173,VNM,0
21173,ZMB,89
12119,ARG,10
12119,AUS,15
12119,BRA,17
12119,CAN,1445
12119,CHN,442
12119,COL,129
12119,CRC,22
12119,DEN,48
12119,ENG,266
12119,FRA,0
12119,GER,213
12119,HTI,66
12119,ITA,286
12119,JAM,194
12119,JPN,67
12119,KOR,88
12119,MAR,0
12119,NED,80
12119,NZL,0
12119,NGA,0
12119,NOW,32
12119,PAN,10
12119,PHL,364
12119,POR,41
12119,IRL,57
12119,ZAF,22
12119,ESP,0
12119,SWE,47
12119,SUI,22
12119,VNM,49
12119,ZMB,490
04023,ARG,0
04023,AUS,0
04023,BRA,12
04023,CAN,13
04023,CHN,8
04023,COL,0
04023,CRC,0
04023,DEN,0
04023,ENG,83
04023,FRA,27
04023,GER,76
04023,HTI,0
04023,ITA,0
04023,JAM,0
04023,JPN,0
04023,KOR,1
04023,MAR,0
04023,NED,0
04023,NZL,0
04023,NGA,0
04023,NOW,0
04023,PAN,0
04023,PHL,1
04023,POR,0
04023,IRL,0
04023,ZAF,3
04023,ESP,0
04023,SWE,0
04023,SUI,0
04023,VNM,0
04023,ZMB,206
05065,ARG,0
05065,AUS,0
05065,BRA,0
05065,CAN,40
05065,CHN,0
05065,COL,0
05065,CRC,0
05065,DEN,0
05065,ENG,0
05065,FRA,0
05065,GER,3
05065,HTI,0
05065,ITA,0
05065,JAM,0
05065,JPN,0
05065,KOR,0
05065,MAR,0
05065,NED,0
05065,NZL,0
05065,NGA,0
05065,NOW,0
05065,PAN,5
05065,PHL,5
05065,POR,0
05065,IRL,0
05065,ZAF,0
05065,ESP,0
05065,SWE,0
05065,SUI,0
05065,VNM,0
05065,ZMB,52
20039,ARG,0
20039,AUS,0
20039,BRA,0
20039,CAN,0
20039,CHN,0
20039,COL,0
20039,CRC,0
20039,DEN,0
20039,ENG,0
20039,FRA,0
20039,GER,0
20039,HTI,0
20039,ITA,0
20039,JAM,0
20039,JPN,0
20039,KOR,0
20039,MAR,0
20039,NED,0
20039,NZL,0
20039,NGA,0
20039,NOW,0
20039,PAN,0
20039,PHL,0
20039,POR,0
20039,IRL,0
20039,ZAF,0
20039,ESP,0
20039,SWE,0
20039,SUI,7
20039,VNM,0
20039,ZMB,11
31071,ARG,0
31071,AUS,0
31071,BRA,0
31071,CAN,0
31071,CHN,0
31071,COL,0
31071,CRC,0
31071,DEN,0
31071,ENG,0
31071,FRA,0
31071,GER,0
31071,HTI,0
31071,ITA,0
31071,JAM,0
31071,JPN,0
31071,KOR,0
31071,MAR,0
31071,NED,0
31071,NZL,0
31071,NGA,0
31071,NOW,0
31071,PAN,0
31071,PHL,0
31071,POR,0
31071,IRL,0
31071,ZAF,0
31071,ESP,0
31071,SWE,0
31071,SUI,0
31071,VNM,0
31071,ZMB,10
48449,ARG,89
48449,AUS,0
48449,BRA,8
48449,CAN,39
48449,CHN,0
48449,COL,0
48449,CRC,11
48449,DEN,0
48449,ENG,0
48449,FRA,0
48449,GER,9
48449,HTI,0
48449,ITA,0
48449,JAM,0
48449,JPN,0
48449,KOR,36
48449,MAR,0
48449,NED,7
48449,NZL,0
48449,NGA,0
48449,NOW,0
48449,PAN,0
48449,PHL,21
48449,POR,0
48449,IRL,0
48449,ZAF,0
48449,ESP,0
48449,SWE,0
48449,SUI,0
48449,VNM,200
48449,ZMB,141
17043,ARG,622
17043,AUS,197
17043,BRA,746
17043,CAN,1952
17043,CHN,10116
17043,COL,1714
17043,CRC,62
17043,DEN,74
17043,ENG,1034
17043,FRA,425
17043,GER,1893
17043,HTI,135
17043,ITA,2878
17043,JAM,691
17043,JPN,928
17043,KOR,3010
17043,MAR,272
17043,NED,131
17043,NZL,56
17043,NGA,421
17043,NOW,66
17043,PAN,218
17043,PHL,11352
17043,POR,24
17043,IRL,693
17043,ZAF,400
17043,ESP,247
17043,SWE,113
17043,SUI,85
17043,VNM,2680
17043,ZMB,2881
17137,ARG,0
17137,AUS,0
17137,BRA,0
17137,CAN,6
17137,CHN,32
17137,COL,0
17137,CRC,0
17137,DEN,0
17137,ENG,10
17137,FRA,5
17137,GER,0
17137,HTI,0
17137,ITA,0
17137,JAM,7
17137,JPN,0
17137,KOR,10
17137,MAR,0
17137,NED,0
17137,NZL,0
17137,NGA,0
17137,NOW,0
17137,PAN,1
17137,PHL,51
17137,POR,0
17137,IRL,0
17137,ZAF,0
17137,ESP,0
17137,SWE,0
17137,SUI,0
17137,VNM,0
17137,ZMB,120
42133,ARG,123
42133,AUS,1
42133,BRA,389
42133,CAN,261
42133,CHN,816
42133,COL,309
42133,CRC,17
42133,DEN,0
42133,ENG,266
42133,FRA,151
42133,GER,360
42133,HTI,134
42133,ITA,485
42133,JAM,383
42133,JPN,75
42133,KOR,325
42133,MAR,65
42133,NED,49
42133,NZL,14
42133,NGA,137
42133,NOW,0
42133,PAN,37
42133,PHL,559
42133,POR,0
42133,IRL,232
42133,ZAF,189
42133,ESP,16
42133,SWE,17
42133,SUI,0
42133,VNM,616
42133,ZMB,1338
08017,ARG,0
08017,AUS,0
08017,BRA,0
08017,CAN,0
08017,CHN,0
08017,COL,0
08017,CRC,0
08017,DEN,0
08017,ENG,0
08017,FRA,0
08017,GER,0
08017,HTI,0
08017,ITA,0
08017,JAM,0
08017,JPN,0
08017,KOR,3
08017,MAR,0
08017,NED,0
08017,NZL,0
08017,NGA,0
08017,NOW,0
08017,PAN,0
08017,PHL,0
08017,POR,0
08017,IRL,0
08017,ZAF,58
08017,ESP,0
08017,SWE,0
08017,SUI,0
08017,VNM,0
08017,ZMB,13
48295,ARG,0
48295,AUS,0
48295,BRA,0
48295,CAN,0
48295,CHN,0
48295,COL,0
48295,CRC,0
48295,DEN,0
48295,ENG,0
48295,FRA,0
48295,GER,0
48295,HTI,0
48295,ITA,0
48295,JAM,0
48295,JPN,0
48295,KOR,0
48295,MAR,0
48295,NED,0
48295,NZL,0
48295,NGA,0
48295,NOW,0
48295,PAN,0
48295,PHL,6
48295,POR,0
48295,IRL,0
48295,ZAF,0
48295,ESP,0
48295,SWE,0
48295,SUI,0
48295,VNM,0
48295,ZMB,30
44007,ARG,115
44007,AUS,47
44007,BRA,1626
44007,CAN,1266
44007,CHN,4007
44007,COL,6243
44007,CRC,58
44007,DEN,89
44007,ENG,410
44007,FRA,342
44007,GER,750
44007,HTI,2606
44007,ITA,1499
44007,JAM,598
44007,JPN,218
44007,KOR,873
44007,MAR,228
44007,NED,131
44007,NZL,0
44007,NGA,2879
44007,NOW,45
44007,PAN,261
44007,PHL,1627
44007,POR,10903
44007,IRL,242
44007,ZAF,37
44007,ESP,319
44007,SWE,93
44007,SUI,76
44007,VNM,546
44007,ZMB,2318
31123,ARG,0
31123,AUS,0
31123,BRA,0
31123,CAN,0
31123,CHN,16
31123,COL,0
31123,CRC,0
31123,DEN,0
31123,ENG,0
31123,FRA,0
31123,GER,3
31123,HTI,0
31123,ITA,0
31123,JAM,0
31123,JPN,0
31123,KOR,0
31123,MAR,0
31123,NED,8
31123,NZL,0
31123,NGA,0
31123,NOW,0
31123,PAN,0
31123,PHL,0
31123,POR,0
31123,IRL,0
31123,ZAF,19
31123,ESP,0
31123,SWE,0
31123,SUI,0
31123,VNM,0
31123,ZMB,10
19139,ARG,0
19139,AUS,0
19139,BRA,3
19139,CAN,63
19139,CHN,11
19139,COL,4
19139,CRC,0
19139,DEN,0
19139,ENG,11
19139,FRA,0
19139,GER,20
19139,HTI,52
19139,ITA,0
19139,JAM,0
19139,JPN,0
19139,KOR,16
19139,MAR,0
19139,NED,0
19139,NZL,0
19139,NGA,48
19139,NOW,0
19139,PAN,0
19139,PHL,27
19139,POR,0
19139,IRL,0
19139,ZAF,0
19139,ESP,0
19139,SWE,95
19139,SUI,0
19139,VNM,18
19139,ZMB,115
47061,ARG,0
47061,AUS,0
47061,BRA,0
47061,CAN,0
47061,CHN,0
47061,COL,0
47061,CRC,0
47061,DEN,0
47061,ENG,0
47061,FRA,0
47061,GER,3
47061,HTI,0
47061,ITA,0
47061,JAM,0
47061,JPN,0
47061,KOR,0
47061,MAR,0
47061,NED,0
47061,NZL,0
47061,NGA,0
47061,NOW,0
47061,PAN,0
47061,PHL,1
47061,POR,0
47061,IRL,0
47061,ZAF,0
47061,ESP,0
47061,SWE,0
47061,SUI,0
47061,VNM,0
47061,ZMB,61
48459,ARG,0
48459,AUS,59
48459,BRA,0
48459,CAN,0
48459,CHN,20
48459,COL,16
48459,CRC,0
48459,DEN,0
48459,ENG,31
48459,FRA,0
48459,GER,45
48459,HTI,98
48459,ITA,0
48459,JAM,0
48459,JPN,0
48459,KOR,19
48459,MAR,11
48459,NED,0
48459,NZL,0
48459,NGA,0
48459,NOW,0
48459,PAN,0
48459,PHL,65
48459,POR,0
48459,IRL,43
48459,ZAF,0
48459,ESP,0
48459,SWE,0
48459,SUI,0
48459,VNM,0
48459,ZMB,156
13001,ARG,12
13001,AUS,0
13001,BRA,0
13001,CAN,0
13001,CHN,74
13001,COL,14
13001,CRC,0
13001,DEN,0
13001,ENG,0
13001,FRA,14
13001,GER,72
13001,HTI,0
13001,ITA,0
13001,JAM,25
13001,JPN,0
13001,KOR,0
13001,MAR,0
13001,NED,0
13001,NZL,0
13001,NGA,0
13001,NOW,0
13001,PAN,0
13001,PHL,40
13001,POR,0
13001,IRL,9
13001,ZAF,0
13001,ESP,0
13001,SWE,0
13001,SUI,0
13001,VNM,0
13001,ZMB,98
51113,ARG,0
51113,AUS,0
51113,BRA,0
51113,CAN,0
51113,CHN,0
51113,COL,120
51113,CRC,0
51113,DEN,0
51113,ENG,0
51113,FRA,0
51113,GER,28
51113,HTI,0
51113,ITA,0
51113,JAM,0
51113,JPN,0
51113,KOR,0
51113,MAR,0
51113,NED,0
51113,NZL,0
51113,NGA,0
51113,NOW,0
51113,PAN,0
51113,PHL,72
51113,POR,6
51113,IRL,0
51113,ZAF,0
51113,ESP,0
51113,SWE,0
51113,SUI,19
51113,VNM,0
51113,ZMB,52
72125,ARG,0
72125,AUS,0
72125,BRA,0
72125,CAN,0
72125,CHN,0
72125,COL,0
72125,CRC,0
72125,DEN,0
72125,ENG,0
72125,FRA,0
72125,GER,0
72125,HTI,0
72125,ITA,0
72125,JAM,0
72125,JPN,0
72125,KOR,0
72125,MAR,0
72125,NED,0
72125,NZL,0
72125,NGA,0
72125,NOW,0
72125,PAN,0
72125,PHL,0
72125,POR,0
72125,IRL,0
72125,ZAF,0
72125,ESP,0
72125,SWE,0
72125,SUI,0
72125,VNM,0
72125,ZMB,0
02220,ARG,0
02220,AUS,0
02220,BRA,0
02220,CAN,90
02220,CHN,6
02220,COL,0
02220,CRC,0
02220,DEN,0
02220,ENG,0
02220,FRA,3
02220,GER,23
02220,HTI,0
02220,ITA,0
02220,JAM,0
02220,JPN,17
02220,KOR,9
02220,MAR,0
02220,NED,0
02220,NZL,3
02220,NGA,0
02220,NOW,0
02220,PAN,0
02220,PHL,486
02220,POR,0
02220,IRL,0
02220,ZAF,8
02220,ESP,1
02220,SWE,0
02220,SUI,3
02220,VNM,6
02220,ZMB,25
54067,ARG,0
54067,AUS,0
54067,BRA,0
54067,CAN,0
54067,CHN,44
54067,COL,0
54067,CRC,0
54067,DEN,0
54067,ENG,0
54067,FRA,0
54067,GER,0
54067,HTI,0
54067,ITA,0
54067,JAM,0
54067,JPN,2
54067,KOR,3
54067,MAR,0
54067,NED,0
54067,NZL,0
54067,NGA,0
54067,NOW,0
54067,PAN,0
54067,PHL,3
54067,POR,0
54067,IRL,0
54067,ZAF,0
54067,ESP,25
54067,SWE,0
54067,SUI,0
54067,VNM,0
54067,ZMB,104
48471,ARG,20
48471,AUS,0
48471,BRA,6
48471,CAN,13
48471,CHN,143
48471,COL,18
48471,CRC,6
48471,DEN,0
48471,ENG,10
48471,FRA,22
48471,GER,59
48471,HTI,0
48471,ITA,0
48471,JAM,49
48471,JPN,15
48471,KOR,7
48471,MAR,8
48471,NED,0
48471,NZL,0
48471,NGA,959
48471,NOW,0
48471,PAN,0
48471,PHL,15
48471,POR,0
48471,IRL,43
48471,ZAF,0
48471,ESP,30
48471,SWE,0
48471,SUI,0
48471,VNM,54
48471,ZMB,234
06113,ARG,264
06113,AUS,121
06113,BRA,410
06113,CAN,510
06113,CHN,7771
06113,COL,296
06113,CRC,0
06113,DEN,26
06113,ENG,177
06113,FRA,197
06113,GER,356
06113,HTI,0
06113,ITA,159
06113,JAM,45
06113,JPN,727
06113,KOR,1548
06113,MAR,0
06113,NED,113
06113,NZL,73
06113,NGA,189
06113,NOW,46
06113,PAN,0
06113,PHL,1090
06113,POR,98
06113,IRL,70
06113,ZAF,142
06113,ESP,152
06113,SWE,46
06113,SUI,133
06113,VNM,677
06113,ZMB,803
48421,ARG,0
48421,AUS,0
48421,BRA,0
48421,CAN,0
48421,CHN,0
48421,COL,0
48421,CRC,0
48421,DEN,0
48421,ENG,0
48421,FRA,0
48421,GER,0
48421,HTI,0
48421,ITA,0
48421,JAM,0
48421,JPN,0
48421,KOR,0
48421,MAR,0
48421,NED,0
48421,NZL,0
48421,NGA,0
48421,NOW,0
48421,PAN,0
48421,PHL,25
48421,POR,0
48421,IRL,0
48421,ZAF,0
48421,ESP,0
48421,SWE,0
48421,SUI,0
48421,VNM,0
48421,ZMB,15
39121,ARG,0
39121,AUS,0
39121,BRA,0
39121,CAN,0
39121,CHN,0
39121,COL,0
39121,CRC,0
39121,DEN,0
39121,ENG,0
39121,FRA,0
39121,GER,0
39121,HTI,0
39121,ITA,2
39121,JAM,0
39121,JPN,0
39121,KOR,0
39121,MAR,0
39121,NED,0
39121,NZL,0
39121,NGA,0
39121,NOW,0
39121,PAN,0
39121,PHL,0
39121,POR,0
39121,IRL,0
39121,ZAF,0
39121,ESP,0
